time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2016-01-04T23:04:09.700Z,18.6326,-65.6378,37,2.4,Md,4,280.8,0.41502166,0.03,pr,pr16004009,2016-01-05T00:27:53.249Z,"29km NNE of Luquillo, Puerto Rico",earthquake
2016-01-04T23:02:02.940Z,41.8644,-119.6079,5.6,1.5,ml,5,209.11,0.165,0.1165,nn,nn00525425,2016-01-05T01:30:00.680Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T22:44:49.490Z,46.6073333,-119.8471667,7.076,1.16,ml,10,134,0.04913,0.05,uw,uw61116616,2016-01-04T23:49:03.650Z,"9km SE of Desert Aire, Washington",earthquake
2016-01-04T22:33:57.281Z,41.8471,-119.6117,7,1.6,ml,6,182.22,0.174,0.1858,nn,nn00525423,2016-01-05T01:23:52.060Z,"71km ESE of Lakeview, Oregon",earthquake
2016-01-04T22:28:37.560Z,35.8676667,-119.9935,10.11,2.37,md,68,107,0.03051,0.14,nc,nc72573670,2016-01-07T01:36:11.262Z,"15km S of Kettleman City, California",earthquake
2016-01-04T22:27:15.190Z,20.1053333,-156.1916667,10.257,2.99,ml,20,185,0.3898,0.13,hv,hv61142741,2016-01-04T23:30:16.332Z,"40km WSW of Hawi, Hawaii",earthquake
2016-01-04T22:16:47.670Z,49.3983333,-120.5161667,0.02,2.11,ml,5,240,0.5938,0.23,uw,uw61116611,2016-01-04T23:54:55.690Z,"6km S of Princeton, Canada",explosion
2016-01-04T21:55:53.240Z,37.839,-112.363,9.26,2.1,ml,14,87,0.247,0.13,uu,uu60135042,2016-01-06T20:45:24.830Z,"6km ENE of Panguitch, Utah",earthquake
2016-01-04T21:49:18.100Z,41.8607,-119.631,10.2,1.7,ml,8,180.34,0.154,0.1933,nn,nn00525421,2016-01-05T01:14:39.748Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-04T21:42:41.210Z,40.1955,-121.4085,0.9,1.17,md,7,292,0.2012,0.1,nc,nc72573665,2016-01-06T00:22:05.025Z,"19km SW of Chester, California",earthquake
2016-01-04T21:35:31.420Z,38.0593338,-121.9281693,19.22,2.12,md,8,200,0.07652,0.08,nc,nc72573660,2016-01-04T21:46:08.287Z,"3km NNE of Bay Point, California",earthquake
2016-01-04T21:31:02.390Z,47.927,-122.0761667,27.472,1.56,ml,9,99,0.2409,0.13,uw,uw61116591,2016-01-04T22:30:50.592Z,"2km NE of Snohomish, Washington",earthquake
2016-01-04T21:30:12.000Z,51.3837,-178.7178,81.9,2.1,ml,,,,0.67,ak,ak12438643,2016-01-07T00:45:41.309Z,"30km ENE of Amatignak Island, Alaska",earthquake
2016-01-04T21:28:11.000Z,64.0085,-148.74,0,1.4,ml,,,,0.47,ak,ak12438641,2016-01-07T00:47:21.262Z,"20km NNE of Healy, Alaska",earthquake
2016-01-04T21:14:49.930Z,-24.034,-66.8545,191.97,4.3,mb,,43,2.361,0.98,us,us10004bda,2016-01-05T02:27:13.073Z,"58km WNW of San Antonio de los Cobres, Argentina",earthquake
2016-01-04T21:13:30.000Z,61.3249,-151.3799,71,2.7,ml,,,,0.68,ak,ak12438636,2016-01-07T00:47:54.183Z,"70km N of Nikiski, Alaska",earthquake
2016-01-04T21:09:03.670Z,2.2545,96.2987,34.02,4.6,mb,,168,1.587,0.53,us,us10004bd5,2016-01-05T19:16:41.519Z,"26km SSW of Sinabang, Indonesia",earthquake
2016-01-04T21:08:32.640Z,44.6193333,-112.1126667,7.77,1.16,ml,12,86,0.203,0.1,mb,mb80118434,2016-01-04T23:55:29.890Z,"38km E of Lima, Montana",earthquake
2016-01-04T21:06:36.135Z,41.8547,-119.6186,8.3,2.2,ml,8,98.01,0.165,0.1807,nn,nn00525377,2016-01-04T21:33:46.282Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T21:05:55.900Z,6.8352,-73.055,152.45,4.4,mb,,49,1.42,1.1,us,us10004bcw,2016-01-05T00:20:22.786Z,"16km S of Piedecuesta, Colombia",earthquake
2016-01-04T21:05:39.180Z,-6.3149,103.7403,29.19,4.6,mb,,83,2.092,0.71,us,us10004bd8,2016-01-04T23:57:20.453Z,"113km SSW of Biha, Indonesia",earthquake
2016-01-04T21:05:33.850Z,41.8871,-119.6254,8.2,1.3,ml,5,219.03,0.142,0.0963,nn,nn00525420,2016-01-05T01:08:31.397Z,"68km ESE of Lakeview, Oregon",earthquake
2016-01-04T21:03:42.920Z,41.8589,-119.6196,6.8,1.5,ml,5,193.21,0.162,0.1533,nn,nn00525419,2016-01-05T01:05:27.219Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T20:38:02.790Z,44.3335,-110.7798333,2.53,1.08,md,7,144,0.065,0.07,uu,uu60135032,2016-01-05T23:51:02.330Z,"14km SSE of Old Faithful Geyser, Wyoming",earthquake
2016-01-04T20:27:31.350Z,33.7861667,-115.7056667,5.42,1.54,ml,29,70,0.09632,0.2,ci,ci37510232,2016-01-04T20:59:15.135Z,"29km WNW of Desert Center, California",earthquake
2016-01-04T20:19:47.000Z,63.0907,-151.4646,4.6,1.1,ml,,,,0.61,ak,ak12441491,2016-01-07T00:46:39.198Z,"110km NW of Talkeetna, Alaska",earthquake
2016-01-04T20:16:21.000Z,63.5243,-147.9925,14.9,1.6,ml,,,,0.74,ak,ak12438422,2016-01-07T00:47:27.269Z,"50km ENE of Cantwell, Alaska",earthquake
2016-01-04T20:10:28.000Z,61.4458,-149.9001,30.3,1.5,ml,,,,0.71,ak,ak12441489,2016-01-07T00:46:36.162Z,"8km SSE of Big Lake, Alaska",earthquake
2016-01-04T20:06:56.030Z,33.6841667,-117.2245,-0.56,1.15,ml,35,83,0.07586,0.19,ci,ci37510224,2016-01-05T14:35:37.829Z,"9km SW of Menifee, California",quarry blast
2016-01-04T19:59:51.060Z,33.7798333,-115.7033333,7.48,1.34,ml,20,172,0.1739,0.14,ci,ci37510216,2016-01-05T19:34:18.306Z,"29km WNW of Desert Center, California",earthquake
2016-01-04T19:58:57.430Z,48.7675,-122.4381667,4.724,1.35,ml,7,128,0.1837,0.31,uw,uw61116556,2016-01-04T20:39:13.530Z,"3km ENE of Bellingham, Washington",earthquake
2016-01-04T19:49:28.500Z,19.2816,-68.0751,76,3.4,Md,14,273.6,0.81656859,0.47,pr,pr16004008,2016-01-04T20:24:59.777Z,"84km NNE of Punta Cana, Dominican Republic",earthquake
2016-01-04T19:33:56.100Z,34.732,-116.423,-0.96,2.08,ml,15,102,0.1212,0.11,ci,ci37510208,2016-01-05T19:24:08.238Z,"24km W of Ludlow, California",quarry blast
2016-01-04T19:23:19.660Z,36.6976662,-121.3823318,2,1.49,md,7,166,0.08287,0.07,nc,nc72573630,2016-01-04T20:37:01.108Z,"12km S of Ridgemark, California",earthquake
2016-01-04T19:17:10.000Z,63.4175,-151.3489,11.5,1.6,ml,,,,0.66,ak,ak12438418,2016-01-07T00:47:33.304Z,"119km W of Cantwell, Alaska",earthquake
2016-01-04T18:57:53.210Z,44.5891667,-110.3818333,1.81,1.9,md,5,282,0.027,0.1,uu,uu60135017,2016-01-05T21:01:48.300Z,"38km ENE of Old Faithful Geyser, Wyoming",earthquake
2016-01-04T18:51:09.200Z,18.9566,-64.111,65,3.2,Md,4,338.4,0.71865223,0.07,pr,pr16004007,2016-01-04T19:40:46.332Z,"80km NE of Road Town, British Virgin Islands",earthquake
2016-01-04T18:38:06.550Z,33.7678333,-116.0726667,2.03,1.72,ml,54,37,0.1169,0.16,ci,ci37510200,2016-01-04T19:01:33.200Z,"14km NE of Coachella, California",earthquake
2016-01-04T18:21:23.410Z,48.2443333,-122.759,23.263,1.61,ml,7,114,0.4137,0.28,uw,uw61116531,2016-01-04T20:36:15.699Z,"6km WNW of Coupeville, Washington",earthquake
2016-01-04T18:19:48.530Z,31.18,-116.8618333,5.96,3.65,ml,13,321,0.7062,0.32,ci,ci37510184,2016-01-06T19:44:58.334Z,"66km SSW of Maneadero, B.C., MX",earthquake
2016-01-04T18:14:36.440Z,44.526,-110.3695,3.06,1.49,md,5,129,0.041,0.22,uu,uu60135012,2016-01-05T20:59:11.860Z,"37km ENE of Old Faithful Geyser, Wyoming",earthquake
2016-01-04T18:01:11.700Z,18.8561,-65.2171,50,3,Md,9,230.4,0.54797232,0.09,pr,pr16004006,2016-01-04T18:35:06.231Z,"61km N of Culebra, Puerto Rico",earthquake
2016-01-04T18:00:57.880Z,38.6417,20.445,48.71,4.8,mb,,115,1.524,1.02,us,us10004bb9,2016-01-04T18:18:57.739Z,"24km WSW of Nidri, Greece",earthquake
2016-01-04T17:43:48.000Z,63.8439,-149.3647,115.5,1.6,ml,,,,0.38,ak,ak12441487,2016-01-07T00:46:34.105Z,"19km W of Healy, Alaska",earthquake
2016-01-04T17:37:40.000Z,63.3143,-151.0827,11,1.2,ml,,,,0.52,ak,ak12441486,2016-01-07T00:46:33.266Z,"107km W of Cantwell, Alaska",earthquake
2016-01-04T17:25:42.231Z,41.8714,-119.6114,4.5,1.3,ml,7,192.52,0.159,0.1007,nn,nn00525372,2016-01-04T19:46:28.771Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T17:22:42.380Z,41.8561,-119.6096,10.2,2.9,ml,8,114.25,0.169,0.1652,nn,nn00525347,2016-01-04T17:41:03.303Z,"71km ESE of Lakeview, Oregon",earthquake
2016-01-04T17:19:59.170Z,21.3796,121.4022,76.72,4.5,mb,,112,1.462,0.86,us,us10004bau,2016-01-06T16:14:48.341Z,"79km NW of Itbayat, Philippines",earthquake
2016-01-04T17:16:57.700Z,36.0753,-97.2047,7.946,2.9,ml,,54,,0.34,us,us10004baq,2016-01-07T06:04:38.386Z,"13km WSW of Stillwater, Oklahoma",earthquake
2016-01-04T17:05:33.000Z,63.4697,-146.6461,6.7,1.1,ml,,,,0.74,ak,ak12441485,2016-01-07T00:46:29.116Z,"77km SW of Delta Junction, Alaska",earthquake
2016-01-04T16:50:54.000Z,61.502,-146.3871,28.3,1.5,ml,,,,0.6,ak,ak12436040,2016-01-07T00:45:08.364Z,"41km N of Valdez, Alaska",earthquake
2016-01-04T16:49:42.590Z,35.6836,-97.4094,5,2.3,mb_lg,,38,0.102,0.44,us,us10004bal,2016-01-06T15:42:26.123Z,"7km ENE of Edmond, Oklahoma",earthquake
2016-01-04T16:37:33.000Z,51.2526,-177.9142,13.4,1.9,ml,,,,0.21,ak,ak12441483,2016-01-07T00:46:25.103Z,"71km SSE of Tanaga Volcano, Alaska",earthquake
2016-01-04T16:26:30.350Z,33.2711667,-116.7686667,11.01,1.04,ml,29,45,0.03606,0.14,ci,ci37510176,2016-01-04T16:37:14.878Z,"3km N of Lake Henshaw, California",earthquake
2016-01-04T16:25:21.000Z,66.0611,-148.2198,13.1,1.6,ml,,,,0.8,ak,ak12434884,2016-01-07T00:45:07.621Z,"135km N of College, Alaska",earthquake
2016-01-04T16:04:33.580Z,41.4785,-99.468,5.69,3.5,mb_lg,,57,0.993,0.23,us,us10004b81,2016-01-05T16:04:37.761Z,"16km ENE of Broken Bow, Nebraska",earthquake
2016-01-04T15:47:01.340Z,37.0908333,-97.979,7.04,1.81,ml,17,77,0.08716,0.02,ismpkansas,ismpkansas70165253,2016-01-06T18:44:18.090Z,"8km SSE of Anthony, Kansas",earthquake
2016-01-04T15:41:48.061Z,41.8762,-119.6058,3.7,1.2,ml,5,208.15,0.16,0.0613,nn,nn00525418,2016-01-05T01:02:21.776Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T15:33:58.780Z,36.6048317,-121.2519989,15.73,1.94,md,16,139,0.05078,0.08,nc,nc72573595,2016-01-04T15:36:12.510Z,"20km ENE of Gonzales, California",earthquake
2016-01-04T15:23:09.000Z,61.1193,-140.3832,6.6,1.4,ml,,,,0.5,ak,ak12433709,2016-01-07T00:45:23.709Z,"161km WNW of Haines Junction, Canada",earthquake
2016-01-04T15:16:11.150Z,-30.8671,-71.8947,28.5,4.3,mb,,189,0.295,0.76,us,us10004b7x,2016-01-04T21:27:43.372Z,"72km WSW of Ovalle, Chile",earthquake
2016-01-04T15:15:40.530Z,46.7465,-112.7581667,9.3,1.7,ml,15,82,0.289,0.14,mb,mb80118409,2016-01-04T15:29:52.820Z,"23km SSW of Lincoln, Montana",earthquake
2016-01-04T15:10:48.000Z,54.6053,-161.7755,73.6,2.6,ml,,,,0.36,ak,ak12441480,2016-01-07T00:47:29.525Z,"88km SE of Cold Bay, Alaska",earthquake
2016-01-04T15:07:52.000Z,59.974,-153.626,152.3,2.5,ml,,,,0.57,ak,ak12433707,2016-01-07T00:48:36.052Z,"75km SW of Redoubt Volcano, Alaska",earthquake
2016-01-04T14:59:11.800Z,9.6131,-70.7361,18.96,4.5,mb,,56,0.731,1.1,us,us10004b74,2016-01-04T22:12:33.752Z,"8km ESE of Santa Isabel, Venezuela",earthquake
2016-01-04T14:55:08.000Z,18.7884,-64.5197,7,2.6,Md,4,316.8,0.38088568,0.4,pr,pr16004005,2016-01-05T15:29:52.040Z,"42km NNE of Road Town, British Virgin Islands",earthquake
2016-01-04T14:51:02.000Z,63.2634,-145.3123,7.4,1.3,ml,,,,0.39,ak,ak12433684,2016-01-07T00:45:39.512Z,"68km S of Deltana, Alaska",earthquake
2016-01-04T14:36:13.890Z,19.1543,121.0266,12.59,5.2,mb,,76,3.645,0.74,us,us10004b6k,2016-01-05T14:47:36.439Z,"60km N of Claveria, Philippines",earthquake
2016-01-04T14:33:12.990Z,38.7849998,-122.7340012,1.52,1.44,md,7,133,0.002762,0.03,nc,nc72573575,2016-01-04T14:34:47.460Z,"2km ENE of The Geysers, California",earthquake
2016-01-04T14:32:45.400Z,17.9815,-66.78,7,2.4,Md,8,198,0.0943231,0.14,pr,pr16004003,2016-01-04T14:50:15.542Z,"4km SSE of Guayanilla, Puerto Rico",earthquake
2016-01-04T14:25:56.686Z,37.2563,-118.5484,9.2,1.7,ml,12,121.29,0.238,0.1673,nn,nn00525339,2016-01-04T16:36:16.807Z,"14km SW of West Bishop, California",earthquake
2016-01-04T14:25:12.100Z,33.0341667,-116.4243333,8.19,1.14,ml,21,68,0.1418,0.17,ci,ci37510152,2016-01-04T16:37:35.021Z,"17km ESE of Julian, California",earthquake
2016-01-04T14:20:30.810Z,38.3354,-118.1331,8.4,1,ml,13,88.83,0.099,0.0936,nn,nn00525338,2016-01-04T16:27:01.828Z,"47km ESE of Hawthorne, Nevada",earthquake
2016-01-04T13:56:11.760Z,36.436,97.64,14.32,4.8,mb,,52,14.994,0.61,us,us10004b6i,2016-01-04T22:57:38.698Z,"106km SSE of Delingha Shi, China",earthquake
2016-01-04T13:53:14.280Z,25.9187,128.3167,13.07,4.9,mb,,110,0.914,0.71,us,us10004b6h,2016-01-05T14:25:00.573Z,"64km SE of Haebaru, Japan",earthquake
2016-01-04T13:51:37.590Z,36.8903,-114.3462,3.3,2.1,ml,7,115.8,0.426,0.207,nn,nn00525336,2016-01-04T16:15:06.301Z,"23km NW of Bunkerville, Nevada",earthquake
2016-01-04T13:41:40.250Z,36.0960007,-120.6809998,1.57,1.79,md,25,97,0.03738,0.16,nc,nc72573555,2016-01-04T13:43:18.290Z,"29km W of Coalinga, California",earthquake
2016-01-04T13:41:33.000Z,61.9254,-151.8527,106.5,2.2,ml,,,,0.5,ak,ak12432506,2016-01-07T00:45:19.673Z,"97km WNW of Willow, Alaska",earthquake
2016-01-04T13:35:22.150Z,19.3191667,-155.471,2.46,2.01,ml,41,40,0.05421,0.14,hv,hv61142531,2016-01-04T20:49:58.500Z,"12km N of Pahala, Hawaii",earthquake
2016-01-04T13:28:46.440Z,33.7676667,-116.074,2.55,1.05,ml,24,86,0.1167,0.11,ci,ci37510144,2016-01-04T18:04:31.208Z,"13km NE of Coachella, California",earthquake
2016-01-04T13:18:23.600Z,19.4081669,-155.2763367,0.3,2.63,ml,28,31,0.00579,0.28,hv,hv61142526,2016-01-04T17:54:07.190Z,"4km WSW of Volcano, Hawaii",earthquake
2016-01-04T13:09:04.813Z,41.8733,-119.6127,6.5,1.3,ml,5,221.57,0.157,0.094,nn,nn00525334,2016-01-04T13:15:21.955Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T13:03:06.491Z,41.8553,-119.6205,8.2,2,ml,7,133.44,0.163,0.1775,nn,nn00525330,2016-01-04T13:12:17.159Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T12:54:52.950Z,38.7923317,-122.7580032,0.95,1.01,md,11,93,0.01895,0.02,nc,nc72573530,2016-01-04T12:56:28.110Z,"1km N of The Geysers, California",earthquake
2016-01-04T12:43:02.550Z,36.0945,-97.1977,3.9,3,mb_lg,,45,0.323,0.58,us,us10004b6a,2016-01-05T04:45:46.338Z,"12km W of Stillwater, Oklahoma",earthquake
2016-01-04T12:34:50.930Z,38.8408318,-122.8249969,1.31,1.37,md,25,45,0.01387,0.03,nc,nc72573525,2016-01-04T12:36:27.810Z,"9km WNW of Cobb, California",earthquake
2016-01-04T12:23:24.730Z,36.1079,-97.1855,5.33,3.2,mb_lg,,34,0.32,0.75,us,us10004b62,2016-01-05T04:41:51.375Z,"11km W of Stillwater, Oklahoma",earthquake
2016-01-04T12:15:23.000Z,52.1162,-177.6061,82.1,4,ml,,,,0.38,ak,ak12430223,2016-01-07T00:45:32.164Z,"44km NE of Tanaga Volcano, Alaska",earthquake
2016-01-04T12:12:05.310Z,33.7681667,-116.072,2.41,1.03,ml,26,86,0.1173,0.14,ci,ci37510136,2016-01-06T19:51:41.965Z,"14km NE of Coachella, California",earthquake
2016-01-04T12:10:09.000Z,64.1021,-149.1941,15.4,1.1,ml,,,,0.57,ak,ak12430221,2016-01-07T00:47:07.233Z,"29km NNW of Healy, Alaska",earthquake
2016-01-04T12:09:11.000Z,51.6679,-178.4904,12.1,1.8,ml,,,,0.29,ak,ak12441472,2016-01-07T00:46:15.975Z,"34km SW of Tanaga Volcano, Alaska",earthquake
2016-01-04T11:57:17.700Z,19.0431,-67.1035,51,2.6,Md,8,284.4,0.74560169,0.31,pr,pr16004004,2016-01-04T16:13:33.476Z,"60km N of Isabela, Puerto Rico",earthquake
2016-01-04T11:50:20.000Z,63.2554,-145.2603,6.5,1.1,ml,,,,0.64,ak,ak12430200,2016-01-07T00:46:44.199Z,"68km S of Deltana, Alaska",earthquake
2016-01-04T11:44:12.000Z,62.1423,-150.3631,3.7,1.4,ml,,,,0.55,ak,ak12430099,2016-01-07T00:46:51.161Z,"24km SSW of Talkeetna, Alaska",earthquake
2016-01-04T11:43:19.850Z,37.3513336,-121.7241669,1.4,1.4,md,10,84,0.04161,0.03,nc,nc72573515,2016-01-04T11:44:51.870Z,"8km ESE of East Foothills, California",earthquake
2016-01-04T11:22:15.000Z,63.0618,-151.7092,11.1,2,ml,,,,0.66,ak,ak12429001,2016-01-07T00:45:31.694Z,"116km NW of Talkeetna, Alaska",earthquake
2016-01-04T11:15:20.710Z,36.5056667,-84.0155,21.99,2.61,md,22,67,0.1608,0.16,se,se60099627,2016-01-04T21:36:14.698Z,"11km NNE of Fincastle, Tennessee",earthquake
2016-01-04T10:58:37.590Z,35.7668343,-120.302002,5,1.26,md,13,118,0.02163,0.08,nc,nc72573505,2016-01-04T11:00:12.920Z,"14km NNE of Shandon, California",earthquake
2016-01-04T10:54:22.000Z,57.9462,-156.12,135.9,3.2,ml,,,,0.35,ak,ak12441468,2016-01-07T00:47:06.615Z,"88km SSE of King Salmon, Alaska",earthquake
2016-01-04T10:40:59.255Z,41.859,-119.6136,8.4,1.8,ml,7,193.46,0.165,0.1713,nn,nn00525318,2016-01-04T12:56:49.779Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T10:34:16.580Z,47.9196667,-121.6375,12.052,1.06,md,8,180,0.1459,0.06,uw,uw61116476,2016-01-04T19:22:05.340Z,"8km NNE of Gold Bar, Washington",earthquake
2016-01-04T10:27:07.680Z,43.6181,83.1264,40.54,4.7,mb,,74,3.23,1.26,us,us10004b5m,2016-01-04T10:50:07.839Z,"154km E of Yining Xian, China",earthquake
2016-01-04T10:25:41.220Z,33.7663333,-116.0705,2.81,2.3,ml,69,37,0.1155,0.15,ci,ci37510112,2016-01-04T18:21:07.540Z,"14km NE of Coachella, California",earthquake
2016-01-04T10:22:36.000Z,59.8708,-151.9155,60.1,1.6,ml,,,,0.42,ak,ak12427844,2016-01-07T00:47:31.300Z,"11km NNW of Anchor Point, Alaska",earthquake
2016-01-04T10:20:58.750Z,36.0753,-97.2178,4.75,3,mb_lg,,58,0.33,0.61,us,us10004b5k,2016-01-04T22:51:09.034Z,"14km NNE of Langston, Oklahoma",earthquake
2016-01-04T10:05:03.060Z,38.8084984,-122.8119965,1.32,1.37,md,21,77,0.01305,0.03,nc,nc72573490,2016-01-04T10:06:37.910Z,"5km NW of The Geysers, California",earthquake
2016-01-04T10:00:28.000Z,63.0252,-149.4422,2.9,1.6,ml,,,,0.61,ak,ak12427804,2016-01-07T00:45:28.695Z,"47km SSW of Cantwell, Alaska",earthquake
2016-01-04T09:59:07.800Z,19.1105,-64.749,19,3.1,Md,4,295.2,0.70068592,0.25,pr,pr16004002,2016-01-04T11:43:31.090Z,"78km N of Road Town, British Virgin Islands",earthquake
2016-01-04T09:50:13.000Z,63.2606,-150.3403,110.2,1.5,ml,,,,0.36,ak,ak12427802,2016-01-07T00:45:34.212Z,"71km W of Cantwell, Alaska",earthquake
2016-01-04T09:45:04.010Z,36.0952,-97.2087,6.5,2.8,mb_lg,,58,0.331,0.44,us,us10004b5i,2016-01-05T06:01:23.697Z,"13km W of Stillwater, Oklahoma",earthquake
2016-01-04T09:36:38.050Z,33.0425,-116.4381667,6.51,1.24,ml,42,55,0.1392,0.16,ci,ci37510096,2016-01-06T18:39:31.320Z,"16km ESE of Julian, California",earthquake
2016-01-04T09:25:05.000Z,65.01,-155.1863,26.8,1.8,ml,,,,0.7,ak,ak12441462,2016-01-07T00:46:08.667Z,"33km NNE of Ruby, Alaska",earthquake
2016-01-04T09:15:15.000Z,57.1541,-155.2412,74.1,2.6,ml,,,,0.62,ak,ak12441461,2016-01-07T00:49:22.100Z,"87km WSW of Larsen Bay, Alaska",earthquake
2016-01-04T09:13:25.000Z,63.2685,-145.2885,3.7,1,ml,,,,0.48,ak,ak12441460,2016-01-07T00:46:05.644Z,"67km S of Deltana, Alaska",earthquake
2016-01-04T09:00:30.485Z,41.8799,-119.6278,8.1,1.5,ml,6,130.85,0.144,0.1164,nn,nn00525316,2016-01-04T12:53:43.853Z,"68km ESE of Lakeview, Oregon",earthquake
2016-01-04T08:45:34.000Z,53.6349,-159.4032,15.4,3.2,ml,,,,0.65,ak,ak12441458,2016-01-07T00:46:45.547Z,"128km S of Chernabura Island, Alaska",earthquake
2016-01-04T08:42:12.000Z,60.4782,-151.485,65.1,1.8,ml,,,,0.36,ak,ak12426646,2016-01-07T00:47:11.229Z,"12km WNW of Kalifornsky, Alaska",earthquake
2016-01-04T08:34:20.000Z,58.0024,-153.458,51.5,2.6,ml,,,,0.54,ak,ak12441455,2016-01-07T00:46:18.645Z,"57km WNW of Kodiak Station, Alaska",earthquake
2016-01-04T08:25:54.000Z,63.5928,-147.5217,2,2.6,ml,,,,0.64,ak,ak12425549,2016-01-07T00:48:14.737Z,"74km ENE of Cantwell, Alaska",earthquake
2016-01-04T08:23:03.147Z,38.1972,-116.3863,0,1,ml,7,156.01,0.647,0.1557,nn,nn00525358,2016-01-04T18:47:13.862Z,"1km WNW of Warm Springs, Nevada",earthquake
2016-01-04T08:13:15.030Z,37.5766667,-118.8571667,5.73,1,md,24,104,0.02598,0.05,nc,nc72573450,2016-01-06T19:14:49.170Z,"12km SE of Mammoth Lakes, California",earthquake
2016-01-04T08:00:36.560Z,41.1213333,-111.7141667,10.97,1.16,md,10,114,0.133,0.07,uu,uu60134992,2016-01-04T19:04:30.440Z,"6km ESE of Mountain Green, Utah",earthquake
2016-01-04T07:52:31.380Z,38.821167,-122.7638321,1.65,1.17,md,13,52,0.01575,0.03,nc,nc72573445,2016-01-04T07:54:07.480Z,"3km W of Cobb, California",earthquake
2016-01-04T07:50:46.000Z,53.1175,-167.228,60.3,2.5,ml,,,,0.45,ak,ak12425514,2016-01-07T00:48:57.244Z,"95km SSW of Unalaska, Alaska",earthquake
2016-01-04T07:40:03.130Z,19.0203333,-155.4291667,35.294,1.79,md,16,224,0.1379,0.09,hv,hv61142466,2016-01-04T20:57:06.230Z,"21km SSE of Pahala, Hawaii",earthquake
2016-01-04T07:38:12.000Z,60.2467,-151.0147,62,1.8,ml,,,,0.55,ak,ak12425501,2016-01-07T00:47:01.188Z,"21km SE of Cohoe, Alaska",earthquake
2016-01-04T07:30:03.000Z,61.2288,-150.8515,65.4,1.4,ml,,,,0.26,ak,ak12425486,2016-01-07T00:47:17.307Z,"51km W of Anchorage, Alaska",earthquake
2016-01-04T07:06:09.100Z,40.4663333,-121.5516667,3.13,1,md,8,104,0.02574,0.04,nc,nc72573435,2016-01-04T19:22:25.120Z,"28km E of Shingletown, California",earthquake
2016-01-04T07:03:44.521Z,41.8631,-119.6138,9.5,1.4,ml,6,209.01,0.162,0.2076,nn,nn00525313,2016-01-04T12:44:23.395Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T06:47:57.000Z,63.2537,-150.3962,113.1,1.3,ml,,,,0.38,ak,ak12441449,2016-01-07T00:45:56.577Z,"74km WSW of Cantwell, Alaska",earthquake
2016-01-04T06:42:05.000Z,62.0468,-149.0448,42.6,1.3,ml,,,,0.46,ak,ak12441448,2016-01-07T00:45:52.538Z,"29km NNW of Sutton-Alpine, Alaska",earthquake
2016-01-04T06:18:44.800Z,36.4585,-115.8091,11.1,1,ml,25,103.99,0.238,0.1767,nn,nn00525312,2016-01-04T16:01:21.507Z,"31km NNE of Pahrump, Nevada",earthquake
2016-01-04T06:13:38.100Z,18.8687,-66.3541,58,3,Md,13,234,0.42220818,0.23,pr,pr16004001,2016-01-04T07:52:34.426Z,"44km N of Brenas, Puerto Rico",earthquake
2016-01-04T06:10:51.000Z,63.6137,-147.4692,78.1,2.1,ml,,,,0.42,ak,ak12423271,2016-01-07T00:47:23.285Z,"77km ENE of Cantwell, Alaska",earthquake
2016-01-04T06:10:43.970Z,38.7596664,-122.7123337,1.17,1.4,md,10,166,0.01328,0.04,nc,nc72573415,2016-01-04T06:12:18.220Z,"4km ESE of The Geysers, California",earthquake
2016-01-04T06:09:34.413Z,41.847,-119.6139,8.6,2,ml,6,134.19,0.172,0.2213,nn,nn00525311,2016-01-04T12:41:17.027Z,"71km ESE of Lakeview, Oregon",earthquake
2016-01-04T06:08:44.870Z,33.488,-116.3943333,8.86,1.21,ml,43,83,0.04397,0.16,ci,ci37510064,2016-01-06T20:08:32.370Z,"21km SSW of La Quinta, California",earthquake
2016-01-04T06:08:11.000Z,51.7608,-175.1386,41.9,2,ml,,,,0.53,ak,ak12441446,2016-01-07T00:45:50.538Z,"80km SW of Atka, Alaska",earthquake
2016-01-04T06:03:26.430Z,36.1508333,-117.9908333,0.63,1.21,ml,13,94,0.1643,0.15,ci,ci37510056,2016-01-04T14:05:43.572Z,"12km NNW of Coso Junction, California",earthquake
2016-01-04T05:54:58.570Z,36.0894,-97.2266,5,2.6,mb_lg,,82,0.342,0.39,us,us10004b4p,2016-01-04T16:06:35.927Z,"15km W of Stillwater, Oklahoma",earthquake
2016-01-04T05:54:09.000Z,59.9836,-153.4482,141,2.1,ml,,,,0.4,ak,ak12441445,2016-01-07T00:45:48.518Z,"68km SW of Redoubt Volcano, Alaska",earthquake
2016-01-04T05:36:45.180Z,38.8441658,-122.8366699,1.47,1.02,md,17,65,0.005645,0.02,nc,nc72573410,2016-01-04T05:38:23.090Z,"10km WNW of Cobb, California",earthquake
